ReactionID,ReactionName,ReactionSubSystem,minFluxWT,maxFluxWT,minFluxMUT,maxFluxMUT
CitS_m,"Cit synthase","tricarboxylic acid cycle, glyoxylate cycle",2.54274265851978,2.56592961710556,2.11500213072687,2.23222710067434
cplx2_m,"SCA dehydrogenase (Q)","tricarboxylic acid cycle, oxidative phosphorylation",2.40293063977165,2.41809686293867,1.99259769714402,2.09990202257215
cplx1_m,"NADH dehydrogenase (Q)","oxidative phosphorylation",16.3455274950475,16.5166904753715,17.3945968037001,18.4036490799045
cplx3_m,"Cytc reductase","oxidative phosphorylation",18.7492903086393,18.9301493920439,19.3879216671366,20.5042782717631
cplx4_m,"Cytc oxidase","oxidative phosphorylation",9.37464515431963,9.46507469602213,9.69396083356829,10.2521391358816
cplx5_m,"ATP synthase","oxidative phosphorylation",44.4694629686658,44.9119145634473,46.4764793699567,49.160066508102
RBO_h,"RuBisCO","photorespiration",4.57507805565612,4.58274571127588,3.99777475593029,4.09664857038878
PGP_h,"PGCA phosphorylase","photorespiration",4.57507805565612,4.58274571127588,3.99777475593029,4.09664857038878
GCAO_x,"GCA oxidase","photorespiration",4.55491525602889,4.58178545040173,3.76591483436145,3.93556335902087
CAT_x,"Catalase","photorespiration",2.27745762801445,2.29098755758923,1.88295741718072,1.9677816791587
GGAT_x,"Glu:GLX aminotransferase","photorespiration, glycine synthesis",3.73268348403625,4.58197511526523,0,0
GlyDH_m,"Gly dehydrogenase","photorespiration",2.40354238138881,2.41825480087488,1.99313224648623,2.07795650873168
AMT_m,"Aminomethyltransferase","photorespiration",2.40354238138881,2.41825480087488,1.99313224648623,2.07795650873168
DHLDH1_m,"DHL dehydrogenase","photorespiration",2.40354238138881,2.41825480087488,1.99313224648623,2.07795650873168
GlyHMT_m,"Gly hydroxymethyltransferase","photorespiration",2.40354238138881,2.4182548008749,1.99313224648623,2.07795650873168
SGAT_x,"Ser:GLX aminotransferase","photorespiration, glycine synthesis",0,0.841623821424607,3.76591483436145,3.93556335902087
GCEAK_h,"GCEA kinase","photorespiration",0,0.841623821695808,3.7659148377476,3.93556335928037
DAHPS_h,"DAHP synthase","Shikimate pathway",0.0493970075259935,0.0501940970414533,0.0431638774746832,0.0476278955417756
DHQS_h,"DHQ synthase","Shikimate pathway",0.0493970075259935,0.0501940970414533,0.0431638774746832,0.0476278955417756
DHQDH_h,"DHQ dehydratase","Shikimate pathway",0.0493970075259935,0.0501940970414533,0.0431638774746832,0.0476278955417756
SADH_h,"SA dehydrogenase","Shikimate pathway",0.0493970075259935,0.0501940970414533,0.0431638774746832,0.0476278955417756
SAK_h,"SA kinase","Shikimate pathway",0.049253940869038,0.0500510303845458,0.043038863592443,0.0475028817218323
EPSPS_h,"EPSP synthase","Shikimate pathway",0.049253940869038,0.0500510303845458,0.043038863592443,0.0475028817218323
CHRS_h,"CHR synthase","Shikimate pathway",0.049253940869038,0.0500510303845458,0.043038863592443,0.0475028817218323
ACoAS_h,"A-CoA synthetase","actyl-coenzyme A synthesis",0.366817295017086,0.377040834452491,0.320530688773005,0.343149004408976
ACoAC_h,"A-CoA carboxylase","fatty acid synthesis",0.294240459681077,0.296505063922348,0.257111915240599,0.279730230709983
ACPM_h,"M-CoA:ACP malonyltransferase","fatty acid synthesis",0.294240459681077,0.296505063922348,0.257111915240599,0.279730230709983
PPiase_h,"inorganic PPiase","pyrophosphate recycling",0.22206603987138,0.290378276830403,0.566700120508955,1.32717938572103
DHFR_c,"Dihydrofolate reductase","THF recycling",0.000261359589192341,0.000261359589192341,0.00022838009638961,0.00022838009638961
TRXR_c,"Thioredoxin reductase","TRX recycling",0.000810621774599978,0.000810621774599978,0.000708333983806572,0.000709752069860239
NO3R1_c,"NO3 reductase","nitrate assimilation",0,0.0306706172444215,0.326854444164047,0.620053782599745
NO2R_h,"Fd-NO2 reductase","nitrate assimilation",0,0.030670617217698,0.326854444417954,0.62005377430731
HCO3DHA_h,"HCO3 dehydratase","carbon fixation",0.324317817478433,0.326553972750342,0.283393980858056,0.306012296394028
AlaTA_m,"Ala transaminase","alanine synthesis",-0.115247935353644,2.70135725921539,-2.00960178438095,-1.43882207884049
AlaTA_x,"Ala transaminase","alanine synthesis",-2.63802778154799,-2.21073154380788,0,0
AspAT_h,"Asp aminotransferase","aspartate synthesis",0.520178319561586,0.53399180379119,0.446797665524298,0.480295215940607
GluDH3NADP_c,"Glu dehydrogenase","glutamate synthesis",-2.60608082214785,-1.69341965984696,-0.194584984214146,1.2623626219934
GluSNAD_h,"Glu synthase","glutamate synthesis",0,0.877101981174214,1.55972157694205,3.70350101987725
GluDH2NAD_m,"Glu dehydrogenase","glutamate degradation",0,1.68324759300217,2.05380445484833,2.52000875210931
GluDC_c,"Glu decarboxylase","glutamate degradation",2.40333848009125,2.41850109115937,1.99295407608662,2.08548570957832
SCASeADH_m,"SCA-SeA dehydrogenase","glutamate degradation",2.40330301522391,2.41846923833057,1.99292308515192,2.0854547199974
GlnS_h,"Gln synthetase","glutamine synthesis",0.863835294164772,0.928766477940925,2.84944737488727,4.31907413700982
ThrA_c,"Thr aldolase","glycine synthesis",0.338807281674261,0.352620765905529,0.288312816280948,0.321810366794138
ACDOxRed_c,"ACD oxidoreductase","glycine synthesis",0.338807281674261,0.352620765905529,0.288312816280948,0.321810366794138
GCAO_h,"GCA oxidase","glycine synthesis",0.000770596006468949,0.0201627995976389,0.11516526900995,0.231859917091231
CAT_h,"Catalase","glycine synthesis",0.000385298003234474,0.0100813997988144,0.0575826345049752,0.115929958545432
GGAT_h,"Glu:GLX aminotransferase","glycine synthesis",0,0.0201628011437434,0.114954690171481,0.231859915538798
ALS1_h,"AL synthase","isoleucine synthesis, leucine synthesis, valine synthesis",0.148961815053781,0.150369561690876,0.13016516348037,0.141605241940741
ALS3_h,"AL synthase","leucine synthesis, valine synthesis",0.115075018922312,0.116495812922472,0.10055435107131,0.111974668603413
KARI3_h,"Ketol-acid reductoisomerase","leucine synthesis, valine synthesis",0.115075018922312,0.116495812922472,0.10055435107131,0.111974668603413
KARI4_h,"Ketol-acid reductoisomerase","leucine synthesis, valine synthesis",0.115075018922312,0.116495812922472,0.10055435107131,0.111974668603413
DHADA2_h,"DH-acid dehydratase","leucine synthesis, valine synthesis",0.115075018922312,0.116495812922472,0.10055435107131,0.111974668603413
2IPMS_h,"2-IPM synthase","leucine synthesis",0.0598957326532172,0.0607813876705403,0.0523378278905398,0.0585310095584983
3IPMDA1_h,"3-IPM dehydratase","leucine synthesis",0.0598957326532172,0.0607813876705403,0.0523378278905398,0.0585310095584983
3IPMDA2_h,"3-IPM dehydratase","leucine synthesis",0.0598957326532172,0.0607813876705403,0.0523378278905398,0.0585310095584983
3IPMDH_h,"3-IPM dehydrogenase","leucine synthesis",0.0598957326532172,0.0607813876705403,0.0523378278905398,0.0585310095584983
IPODC_h,"spontaneous","leucine synthesis",0.0598957326532172,0.0607813876705403,0.0523378278905398,0.0585310095584983
BAATA2_h,"B.-chain-aa transaminase","leucine synthesis",0.0598957326532172,0.0607813876705403,0.0523378278905398,0.0585310095584983
AspK_h,"Asp kinase","lysine synthesis, methionine synthesis, threonine synthesis",0.476018500729518,0.489831984960439,0.408210125221735,0.441707675891602
Asp-SeADH_h,"Asp-SeA dehydrogenase","lysine synthesis",0.476018500729518,0.489831984960439,0.408210125221735,0.441707675891602
HSerK_h,"H-Ser kinase","methionine synthesis, threonine synthesis",0.436938291393325,0.450751775969314,0.374061227133842,0.407558777915547
CHRM_c,"CHR mutase","phenylalanine synthesis, tyrosine synthesis",0.0428894175499863,0.0436865070654311,0.0374774435952361,0.0419414617738567
GPAT_h,"Glu:PRE aminotransferase","phenylalanine synthesis, tyrosine synthesis",0.0428894175499863,0.0436865070654311,0.0374774435952361,0.0419414617738567
PGADH_h,"PGA dehydrogenase","serine synthesis",0.0190456260019118,0.0501015412625421,1.85538161027766,1.94517265498192
PSerAT_h,"PSer aminotransferase","serine synthesis",0.0190456260019118,0.0501015412625421,1.85538161027766,1.94517265498192
PSerP_h,"PSer phosphatase","serine synthesis",0.0190456260019118,0.0501015412625421,1.85538161027766,1.94517265498192
SerRM_c,"Ser racemase","serine racemization",1.48159379809779,2.36152736116092,0,0.0226434520562968
ThrS_h,"Threonine synthase","threonine synthesis",0.424257188710235,0.43807067329415,0.362980281293977,0.396477831897059
ATase_h,"ATase","IMP synthesis",0.000770596006461233,0.000770596006461233,0.000673358841642217,0.000674706907399256
PRAGlyL_h,"PRA-Gly ligase","IMP synthesis",0.000770596006461233,0.000770596006461233,0.000673358841642217,0.000674706907399256
GARFT_h,"GAR formyltransferase","IMP synthesis",0.000770596006461233,0.000770596006461233,0.000673358841642217,0.000674706907399256
FGAMS_h,"FGAM synthase","IMP synthesis",0.000770596006461233,0.000770596006461233,0.000673358841642217,0.000674706907399256
FGAMCL_h,"FGAM cyclo-ligase","IMP synthesis",0.000770596006461233,0.000770596006461233,0.000673358841642217,0.000674706907399256
AIRC_h,"AIR carboxylase","IMP synthesis",0.000770596006461233,0.000770596006461233,0.000673358841642217,0.000674706907399256
SAICARS_h,"SAICAR synthase","IMP synthesis",0.000770596006461233,0.000770596006461233,0.000673358841642217,0.000674706907399256
DCAMPL1_h,"Adenylo-SCA lyase","IMP synthesis",0.000770596006461233,0.000770596006461233,0.000673358841642217,0.000674706907399256
AMPDA_c,"AMP deaminase","GMP synthesis",0.000292814335149901,0.000292814335149901,0.000255865745322169,0.000255865745322169
IMPDH_c,"IMP dehydrogenase","GMP synthesis",0.000292814335149901,0.000292814335149901,0.000255865745322169,0.000255865745322169
GMPS_c,"GMP synthase","GMP synthesis",0.000292814335149901,0.000292814335149901,0.000255865745322169,0.000255865745322169
AspCT_h,"Asp carbamoyltransferase","UMP synthesis",0.000832173821092574,0.000832173821092574,0.000727166499080221,0.000728622287867168
DHOase_h,"DHOase","UMP synthesis",0.000832173821092574,0.000832173821092574,0.000727166499080221,0.000728622287867168
DHODH_m,"DHO dehydrogenase","UMP synthesis",0.000832173821092574,0.000832173821092574,0.000727166499080221,0.000728622287867168
OROPRT_c,"ORO PR-transferase","UMP synthesis",0.000832173821092574,0.000832173821092574,0.000727166499080221,0.000728622287867168
OMPDC_c,"OMP decarboxylase","UMP synthesis",0.000832173821092574,0.000832173821092574,0.000727166499080221,0.000728622287867168
CTPS_c,"CTP synthase","CTP synthesis",0.000339536214339681,0.000339536214339681,0.000296692054032859,0.000296692054032859
GMPK_c,"guanylate kinase","nucleotide metabolism",0.000292814335149901,0.000292814335149901,0.000255865745322169,0.000255865745322169
NMPK_c,"UMP/CMP kinase","nucleotide metabolism",0.000832173821092574,0.000832173821092574,0.000727166499080221,0.000728622287867168
CTPP_c,"Nucleoside-triphosphatase","nucleotide metabolism",0.000152278996800538,0.000152278996800538,0.000133063768866832,0.000133063768866832
ADPR_c,"Ribonucleoside-diphosphate reductase","nucleotide metabolism",0.000256870365434906,0.000256870365434906,0.000224457342464239,0.000224457342464239
CDPR_c,"Ribonucleoside-diphosphate reductase","nucleotide metabolism",0.000152278996800538,0.000152278996800538,0.000133063768866832,0.000133063768866832
GDPR_c,"Ribonucleoside-diphosphate reductase","nucleotide metabolism",0.000140112823172194,0.000140112823172194,0.00012243277608589,0.00012243277608589
UDPR_c,"Ribonucleoside-diphosphate reductase","nucleotide metabolism",0.000261359589192341,0.000261359589192341,0.00022838009638961,0.00022838009638961
dUTPP_c,"Deoxyuridine-triphosphatase","nucleotide metabolism",0.000261359589192341,0.000261359589192341,0.00022838009638961,0.00022838009638961
dTMPS_c,"Thymidylate synthase","nucleotide metabolism",0.000261359589192341,0.000261359589192341,0.00022838009638961,0.00022838009638961
dTMPK_c,"Thymidine monophosphate kinase","nucleotide metabolism",0.000261359589192341,0.000261359589192341,0.00022838009638961,0.00022838009638961
GDPK_c,"Nucleoside-diphosphate kinase","nucleotide metabolism",0.000152701511977708,0.000152701511977708,0.000133432969236279,0.000133432969236279
UDPK_c,"Nucleoside-diphosphate kinase","nucleotide metabolism",0.286904766264422,0.324546385970715,0.250701871611993,0.269557823336843
dADPK_c,"Nucleoside-diphosphate kinase","nucleotide metabolism",0.000256870365434906,0.000256870365434906,0.000224457342464239,0.000224457342464239
dCDPK_c,"Nucleoside-diphosphate kinase","nucleotide metabolism",0.000152278996800538,0.000152278996800538,0.000133063768866832,0.000133063768866832
dGDPK_c,"Nucleoside-diphosphate kinase","nucleotide metabolism",0.000140112823172194,0.000140112823172194,0.00012243277608589,0.00012243277608589
dTDPK_c,"Nucleoside-diphosphate kinase","nucleotide metabolism",0.000261359589192341,0.000261359589192341,0.00022838009638961,0.00022838009638961
dUDPK_c,"Nucleoside-diphosphate kinase","nucleotide metabolism",0.000261359589192341,0.000261359589192341,0.00022838009638961,0.00022838009638961
Tr_NO2,"NO2 transporter","transport",0,0.030670617217698,0.326854444417954,0.62005377430731
Tr_NTT,"Nucleotide transporter","transport",8.73290286489342,9.73960089170028,10.2215655169312,11.5889691832725
Tr_GCA1,"GCA/GCEA shuffle","transport",4.55491525602889,4.58197511517841,3.76591483436145,3.93556335831785
Tr_GCEA1,"GCA/GCEA shuffle","transport",0,0.841623821424607,3.76591483436145,3.93556335902087
Tr_GPT1,"G6P exporter","transport",4.83127536628947,5.08242346213034,2.54681407258207,3.31127024436257
Tr_BAT11,"B0,+-type amino acid transporter 1","transport",-2.72504740922844,-2.29775118349357,-0.10611169103645,-0.0390028094492841
Tr_BAT15,"B0,+-type amino acid transporter 1","transport",2.40330301550437,2.41840052023348,1.99292308548375,2.08545471991686
Tr_ORO,"ORO exporter","transport",0.000832173821092574,0.000832173821092574,0.000727166499080221,0.000728622287867168
Tr_DHO1,"DHO shuffle","transport",0.000832173821092574,0.000832173821092574,0.000727166499080221,0.000728622287867168
Tr_DHO2,"DHO shuffle","transport",0.000832173821092574,0.000832173821092574,0.000727166499080221,0.000728622287867168
Tr_GlySer,"Gly/Ser shuffle","transport",4.80708476503128,4.83670050728418,3.98626449833993,4.15591301783302
Tr_O2h,"O2 diffusion","transport",-19.2794574106295,-19.2534477966656,-19.7523577424145,-19.6603914936591
Tr_O2m,"O2 diffusion","transport",9.37464515431963,9.46507469602213,9.69396083356829,10.2521391358816
Tr_O2p,"O2 diffusion","transport",2.27745762801445,2.29098755763919,1.88295741718072,1.96778167915871
Tr_CO2h,"CO2 diffusion","transport",16.9253714878928,17.0101254074759,14.8281966926738,15.0913577087799
Tr_CO2m,"CO2 diffusion","transport",-4.98172925593923,-4.95139681188704,-4.32697526733243,-4.11236661816864
Tr_H2Op,"H2O diffusion","transport",-4.58197511566992,-4.55491525604069,-3.93556335925474,-3.76591483624315
Tr_NH41,"NH4 diffusion","transport",0.790186723111639,0.882198577007328,2.3687796202477,3.85454988622778
Tr_NH42,"NH4 diffusion","transport",-0.161523046240229,0.275469247303981,-2.04296278992155,-1.95731988255836
Tr_AC1,"AC diffusion","transport",0.354136192334295,0.364359731414537,0.309449743131138,0.332068058667006
Tr_Pyr2,"Pyr diffusion","transport",4.85530171359187,5.2729018474654,2.16549106273351,2.3102988861436
Tr_Pyr3,"Pyr diffusion","transport",-2.63802778154799,-2.21073154380788,0,0
Tr_GCA2,"GCA diffusion","transport",4.55491525602889,4.58178545040173,3.76591483436145,3.93556335902087
Tr_KG,"KG diffusion","transport",-2.87519719384669,-0.609290986612798,-0.23306832949203,0.0804120130785595
Tr_Ala1,"Ala diffusion","transport",2.21073154579747,2.6380277814962,0,0.030072570741413
Tr_Glu1,"Glu diffusion","transport",0.609290986613822,2.8751971940135,-0.0804120116782683,0.233068342155821
Tr_Gly,"Gly diffusion","transport",-4.58197511575757,-4.55491525272945,-3.93556335887595,-3.76591483962775
Tr_Ser1,"Ser diffusion","transport",0,0.841623821533369,3.76591483549012,3.9355633600617
Tr_Leu2,"Leu exporter","transport",0.0598957326533906,0.0607813875012444,0.0523378278905398,0.0585310097087838
Tr_Ser2,"Ser exporter","transport",0,0.0306706124893985,1.83873924487731,1.92786106177303
Tr_Ser3,"Ser importer","transport",2.40354238138891,2.42804635607056,1.993132246536,2.07795650905277
Tr_Thr2,"Thr exporter","transport",0.390370392577165,0.404183876811502,0.333369469104611,0.366867019644202
Im_CO2,"Import CO2","import",7.77919090711142,7.81797531851985,7.11476529384235,7.2599517890431
Im_Pi,"Import Pi","import",0.00480830948272448,0.00481312260533021,0.00420157602221494,0.00420998758591018
Im_NO3,"Import NO3","import",0,0.0306706172500803,0.326854444739494,0.62005378194452
Im_NH4,"Import NH4","import",0.948121468724239,0.998184293499094,0.466297042375508,0.712515748183404
Ex_Gly_h,"Export Gly","export",0,0.0193922051463446,0.114491910168308,0.231186556308677
NGAM_m,"Maintenance","maintenance",43.3076129546371,44.911914564363,46.43673429369,49.158423973143
Bio_opt,"Light limiting biomass","biomass reaction",0.000377245693902139,0.000377245693902139,0.000329643187005976,0.000329643187005976
Tr_HPR1,"Hydroxypyruvate transporter","",0,0.841623821424607,3.76591483436145,3.93556335902087
GCEADH_c,"GCEA dehydrogenase","",0,0.841623821424607,3.76591483436145,3.93556335902087
