ReactionID,ReactionName,ReactionSubSystem,minFluxWT,maxFluxWT,minFluxMUT,maxFluxMUT
draw_prot_A0A1P8ANY1,draw_prot_A0A1P8ANY1,,0,0,3.4080879543979e-06,3.81605330386e-06
draw_prot_O80452,draw_prot_O80452,,2.0077629111e-05,2.24087021818382e-05,1.23576682252357e-05,1.23576682252416e-05
draw_prot_P25851,draw_prot_P25851,,0,0,2.02660289536218e-05,2.0586414236587e-05
draw_prot_Q5GM68,draw_prot_Q5GM68,,0,0,1.11129344295587e-06,1.33517046035736e-06
draw_prot_Q6NKX1,draw_prot_Q6NKX1,,0,0,5.96531857671335e-06,6.36418565007777e-06
draw_prot_Q70DU8,draw_prot_Q70DU8,,0,0,1.79435266152499e-06,2.57653648663082e-06
draw_prot_Q8L7R2,draw_prot_Q8L7R2,,0,0,1.23951344870507e-06,1.35430625313111e-06
draw_prot_Q9C5U8,draw_prot_Q9C5U8,,0,0,1.32631785603226e-06,6.61957153145683e-06
draw_prot_Q9LIR4,draw_prot_Q9LIR4,,0,0,1.17985660279638e-06,1.73423255730779e-06
draw_prot_Q9M8D3,draw_prot_Q9M8D3,,0,0,1.03096494897588e-06,1.03096494628583e-06
