ReactionID,ReactionName,ReactionSubSystem,minFluxWT,maxFluxWT,minFluxMUT,maxFluxMUT
GlyHMT_m,"Gly hydroxymethyltransferase","photorespiration",1.6157513949683,1.62706446610312,1.53127911710807,1.56838098042176
SGAT_x,"Ser:GLX aminotransferase","photorespiration, glycine synthesis",0,0,2.87736255108348,2.94973874921146
GCEADH_x,"GCEA dehydrogenase","photorespiration",0,0,2.87736255108348,2.94973874921146
MalDH1_x,"Mal dehydrogenase","photorespiration",2.8421709430404e-14,2.8421709430404e-14,2.87736255108348,2.94973874921146
GCEAK_h,"GCEA kinase","photorespiration",0,0.0161357920541438,2.87736255117828,2.95050213078069
DAHPS_h,"DAHP synthase","Shikimate pathway",0.0415163456833625,0.0421883572897468,0.0362776322994826,0.0398742528088124
DHQS_h,"DHQ synthase","Shikimate pathway",0.0415163456833625,0.0421883572897468,0.0362776322994826,0.0398742528088124
DHQDH_h,"DHQ dehydratase","Shikimate pathway",0.0415163456833625,0.0421883572897468,0.0362776322994826,0.0398742528088124
SADH_h,"SA dehydrogenase","Shikimate pathway",0.0415163456833625,0.0421883572897468,0.0362776322994826,0.0398742528088124
SAK_h,"SA kinase","Shikimate pathway",0.0413961034845443,0.0420681151012922,0.0361725627856657,0.0397691833044239
EPSPS_h,"EPSP synthase","Shikimate pathway",0.0413961034845443,0.0420681151012922,0.0361725627856657,0.0397691833044239
CHRS_h,"CHR synthase","Shikimate pathway",0.0413961034845443,0.0420681151012922,0.0361725627856657,0.0397691833044239
MalDH3_c,"Mal dehydrogenase","pyruvate metabolism",0,0.261146993980119,1.15841694113382,1.51325695770874
ACoAS_h,"A-CoA synthetase","actyl-coenzyme A synthesis",0.308296279932664,0.31580839327338,0.269394110780427,0.297635717258878
ACoAC_h,"A-CoA carboxylase","fatty acid synthesis",0.24729815193291,0.249166729616065,0.216092992608364,0.24409210647565
ACPM_h,"M-CoA:ACP malonyltransferase","fatty acid synthesis",0.24729815193291,0.249166729616065,0.216092992608364,0.24409210647565
DHFR_c,"Dihydrofolate reductase","THF recycling",0.000219663004425972,0.000219663004425972,0.000191944968535729,0.000191944968535729
TRXR_c,"Thioredoxin reductase","TRX recycling",0.000681297422497487,0.000681297422497487,0.000595328342460254,0.000595328342460254
NO2R_h,"Fd-NO2 reductase","nitrate assimilation",0,0.0225363430317163,0.156076870098666,0.245027845656782
HCO3DHA_c,"HCO3 dehydratase","carbon fixation",0.604416993274595,0.652681482710245,0.503528571963777,0.573210092793658
HCO3DHA_h,"HCO3 dehydratase","carbon fixation",0.272577051396208,0.274418779011349,0.238182090291337,0.266181204178986
AlaTA_h,"Ala transaminase","alanine synthesis",0,0.0450726829389962,0.0639080497071802,0.082623570629847
AlaTA_x,"Ala transaminase","alanine synthesis",-1.77374200060301,-1.45977827256299,0,0
AspAT_h,"Asp aminotransferase","aspartate synthesis",0.437015923858039,0.447719840571543,0.376524710513257,0.412902002391836
GluDH3NADP_c,"Glu dehydrogenase","glutamate synthesis",-1.77908992491047,-1.46512618012248,-0.191562521582604,-0.143780020551012
GluSNAD_h,"Glu synthase","glutamate synthesis",0,0.726977355294749,1.21328100294717,1.74099664002636
GluDH2NAD_m,"Glu dehydrogenase","glutamate degradation",0,1.22211480188218,1.27157899642448,1.73465527800384
GluDC_c,"Glu decarboxylase","glutamate degradation",1.61558002301117,1.62743802319428,1.53112937080719,1.5823154480578
SCASeADH_m,"SCA-SeA dehydrogenase","glutamate degradation",1.61555021802706,1.62747264598837,1.53110332507101,1.58228940238112
GlnS_h,"Gln synthetase","glutamine synthesis",0.725846816748524,0.774111306047706,2.12498666143849,2.19054922953319
ThrA_c,"Thr aldolase","glycine synthesis",0.284580318869432,0.295284236203524,0.243324094962374,0.279701386873767
ACDOxRed_c,"ACD oxidoreductase","glycine synthesis",0.284580318869432,0.295284236203524,0.243324094962374,0.279701386873767
ALS1_h,"AL synthase","isoleucine synthesis, leucine synthesis, valine synthesis",0.125196859676862,0.126407099423784,0.109398973903737,0.116099207468436
ALS3_h,"AL synthase","leucine synthesis, valine synthesis",0.0967162691173247,0.0979265088642425,0.0845121884700166,0.0909142486713729
KARI3_h,"Ketol-acid reductoisomerase","leucine synthesis, valine synthesis",0.0967162691173247,0.0979265088642425,0.0845121884700166,0.0909142486713729
KARI4_h,"Ketol-acid reductoisomerase","leucine synthesis, valine synthesis",0.0967162691173247,0.0979265088642277,0.0845121884700166,0.0909142486713729
DHADA2_h,"DH-acid dehydratase","leucine synthesis, valine synthesis",0.0967162691173247,0.0979265088642277,0.0845121884700166,0.0909142486713729
2IPMS_h,"2-IPM synthase","leucine synthesis",0.0503401334060243,0.0510868129085331,0.043987995830193,0.0488676292575977
3IPMDA1_h,"3-IPM dehydratase","leucine synthesis",0.0503401334060243,0.0510868129085331,0.043987995830193,0.0488676292575977
3IPMDA2_h,"3-IPM dehydratase","leucine synthesis",0.0503401334060243,0.0510868129085331,0.043987995830193,0.0488676292575977
3IPMDH_h,"3-IPM dehydrogenase","leucine synthesis",0.0503401334060243,0.0510868129085331,0.043987995830193,0.0488676292575977
IPODC_h,"spontaneous","leucine synthesis",0.0503401334060243,0.0510868129085331,0.043987995830193,0.0488676292575977
BAATA2_h,"B.-chain-aa transaminase","leucine synthesis",0.0503401334060243,0.0510868129085331,0.043987995830193,0.0488676292575977
AspK_h,"Asp kinase","lysine synthesis, methionine synthesis, threonine synthesis",0.399901240178217,0.410605156891716,0.344093319484369,0.38047061136308
Asp-SeADH_h,"Asp-SeA dehydrogenase","lysine synthesis",0.399901240178217,0.410605156891716,0.344093319484369,0.38047061136308
HSerK_h,"H-Ser kinase","methionine synthesis, threonine synthesis",0.367055779182021,0.377759696502869,0.31539244198995,0.351769733868679
CHRM_c,"CHR mutase","phenylalanine synthesis, tyrosine synthesis",0.0360469586989893,0.0367189701525832,0.0314983962429096,0.0350950167521736
GPAT_h,"Glu:PRE aminotransferase","phenylalanine synthesis, tyrosine synthesis",0.0360469586989893,0.036718970215617,0.0314983962429096,0.0350950167521736
PGADH_h,"PGA dehydrogenase","serine synthesis",0.016007139579358,0.0388673096760401,1.4141030979204,1.46852484766317
PSerAT_h,"PSer aminotransferase","serine synthesis",0.016007139579358,0.0388673096763963,1.4141030979204,1.46852484766317
PSerP_h,"PSer phosphatase","serine synthesis",0.016007139579358,0.0388673096763963,1.4141030979204,1.46852484766317
SerRM_c,"Ser racemase","serine racemization",1.54824155394747,1.57634351546812,0,0.0197316362239284
ThrS_h,"Threonine synthase","threonine synthesis",0.356397784474489,0.367101701808765,0.306079319548036,0.342456611459309
ATase_h,"ATase","IMP synthesis",0.000647657254520262,0.000647657254520262,0.000565933037594224,0.000567066036676778
PRAGlyL_h,"PRA-Gly ligase","IMP synthesis",0.000647657254520262,0.000647657254520262,0.000565933037594224,0.000567066036676778
GARFT_h,"GAR formyltransferase","IMP synthesis",0.000647657254520262,0.000647657254520262,0.000565933037594224,0.000567066036676778
FGAMS_h,"FGAM synthase","IMP synthesis",0.000647657254520262,0.000647657254520262,0.000565933037594224,0.000567066036676778
FGAMCL_h,"FGAM cyclo-ligase","IMP synthesis",0.000647657254520262,0.000647657254520262,0.000565933037594224,0.000567066036676778
AIRC_h,"AIR carboxylase","IMP synthesis",0.000647657254520262,0.000647657254520262,0.000565933037594224,0.000567066036676778
SAICARS_h,"SAICAR synthase","IMP synthesis",0.000647657254520262,0.000647657254520262,0.000565933037594224,0.000567066036676778
DCAMPL1_h,"Adenylo-SCA lyase","IMP synthesis",0.000647657254520262,0.000647657254520262,0.000565933037594224,0.000567066036676778
AMPDA_c,"AMP deaminase","GMP synthesis",0.000246099547358432,0.000246099547358432,0.000215045633186223,0.000215045633186223
IMPDH_c,"IMP dehydrogenase","GMP synthesis",0.000246099547358432,0.000246099547358432,0.000215045633186223,0.000215045633186223
GMPS_c,"GMP synthase","GMP synthesis",0.000246099547358432,0.000246099547358432,0.000215045633186223,0.000215045633186223
AspCT_h,"Asp carbamoyltransferase","UMP synthesis",0.000699411115202331,0.000699411115202331,0.000611156370422386,0.000612379906699507
DHOase_h,"DHOase","UMP synthesis",0.000699411115202331,0.000699411115202331,0.000611156370422386,0.000612379906699507
DHODH_m,"DHO dehydrogenase","UMP synthesis",0.000699411115202331,0.000699411115202331,0.000611156370422386,0.000612379906699507
OROPRT_c,"ORO PR-transferase","UMP synthesis",0.000699411115202331,0.000699411115202331,0.000611156370422386,0.000612379906699507
OMPDC_c,"OMP decarboxylase","UMP synthesis",0.000699411115202331,0.000699411115202331,0.000611156370422386,0.000612379906699507
CTPS_c,"CTP synthase","CTP synthesis",0.000285367547384639,0.000285367547384639,0.000249358625713972,0.000249358625713972
GMPK_c,"guanylate kinase","nucleotide metabolism",0.000246099547358432,0.000246099547358432,0.000215045633186223,0.000215045633186223
NMPK_c,"UMP/CMP kinase","nucleotide metabolism",0.000699411115202331,0.000699411115202331,0.000611156370422386,0.000612379906699507
CTPP_c,"Nucleoside-triphosphatase","nucleotide metabolism",0.00012798482753798,0.00012798482753798,0.000111835143833276,0.000111835143833276
ADPR_c,"Ribonucleoside-diphosphate reductase","nucleotide metabolism",0.000215889978989461,0.000215889978989461,0.000188648039903672,0.000188648039903672
CDPR_c,"Ribonucleoside-diphosphate reductase","nucleotide metabolism",0.00012798482753798,0.00012798482753798,0.000111835143833276,0.000111835143833276
GDPR_c,"Ribonucleoside-diphosphate reductase","nucleotide metabolism",0.000117759611544074,0.000117759611544074,0.000102900190187577,0.000102900190187577
UDPR_c,"Ribonucleoside-diphosphate reductase","nucleotide metabolism",0.000219663004425972,0.000219663004425972,0.000191944968535729,0.000191944968535729
dUTPP_c,"Deoxyuridine-triphosphatase","nucleotide metabolism",0.000219663004425972,0.000219663004425972,0.000191944968535729,0.000191944968535729
dTMPS_c,"Thymidylate synthase","nucleotide metabolism",0.000219663004425972,0.000219663004425972,0.000191944968535729,0.000191944968535729
dTMPK_c,"Thymidine monophosphate kinase","nucleotide metabolism",0.000219663004425972,0.000219663004425972,0.000191944968535729,0.000191944968535729
GDPK_c,"Nucleoside-diphosphate kinase","nucleotide metabolism",0.000128339935814357,0.000128339935814357,0.000112145442998646,0.000112145442998646
UDPK_c,"Nucleoside-diphosphate kinase","nucleotide metabolism",0.241132774720503,0.269527986081422,0.210705589581323,0.232121873780491
dADPK_c,"Nucleoside-diphosphate kinase","nucleotide metabolism",0.000215889978989461,0.000215889978989461,0.000188648039903672,0.000188648039903672
dCDPK_c,"Nucleoside-diphosphate kinase","nucleotide metabolism",0.00012798482753798,0.00012798482753798,0.000111835143833276,0.000111835143833276
dGDPK_c,"Nucleoside-diphosphate kinase","nucleotide metabolism",0.000117759611544074,0.000117759611544074,0.000102900190187577,0.000102900190187577
dTDPK_c,"Nucleoside-diphosphate kinase","nucleotide metabolism",0.000219663004425972,0.000219663004425972,0.000191944968535729,0.000191944968535729
dUDPK_c,"Nucleoside-diphosphate kinase","nucleotide metabolism",0.000219663004425972,0.000219663004425972,0.000191944968535729,0.000191944968535729
Tr_NO2,"NO2 transporter","transport",0,0.0225363430317163,0.156076870098666,0.245027845656782
Tr_NTT,"Nucleotide transporter","transport",6.3614753112213,6.66382730519971,8.67318873713804,9.12160943584605
Tr_GCA1,"GCA/GCEA shuffle","transport",3.01956370666791,3.04068592723887,2.87736255108348,2.94973874921146
Tr_GCEA1,"GCA/GCEA shuffle","transport",0,0,2.87736255108348,2.94973874921146
Tr_GPT1,"G6P exporter","transport",3.26398847820967,3.44985546547882,2.48401251297822,2.66572423543989
Tr_DIT2,"Dicarboxylate transporter","transport",0.437015923865346,0.485280409587056,0.376524710513303,0.424401789235892
Tr_BAT11,"B0,+-type amino acid transporter 1","transport",-1.8468787695035,-1.53291502715918,0,0.0187155209226155
Tr_BAT15,"B0,+-type amino acid transporter 1","transport",1.61555021616036,1.62747264598845,1.53110332511839,1.5822894023218
Tr_ORO,"ORO exporter","transport",0.000699411115202331,0.000699411115202331,0.000611156370422386,0.000612379906699507
Tr_DHO1,"DHO shuffle","transport",0.000699411115202331,0.000699411115202331,0.000611156370422386,0.000612379906699507
Tr_DHO2,"DHO shuffle","transport",0.000699411115202331,0.000699411115202331,0.000611156370422386,0.000612379906699507
Tr_GlySer,"Gly/Ser shuffle","transport",3.23150279275405,3.25450303816593,3.06255823555488,3.1367619605947
Tr_O2h,"O2 diffusion","transport",-14.4922361298214,-14.4729869642553,-14.6319195431641,-14.5466217891986
Tr_O2m,"O2 diffusion","transport",6.58004959850147,6.64835448266591,7.06311755193436,7.24623831213115
Tr_O2p,"O2 diffusion","transport",1.50978185333396,1.52034296361939,1.43868127554174,1.47486937460573
Tr_CO2h,"CO2 diffusion","transport",12.6126603954164,12.6761828015183,11.5978486343604,11.7100792857682
Tr_CO2m,"CO2 diffusion","transport",-3.37664688918938,-3.35279169173188,-3.27399677595715,-3.16854237572014
Tr_H2Op,"H2O diffusion","transport",-3.04068592730119,-3.01956370717904,-2.94973874924243,-2.87736255108346
Tr_NH41,"NH4 diffusion","transport",0.667363691449583,0.734972714183727,1.86518314057253,1.97674788969756
Tr_NH42,"NH4 diffusion","transport",-0.129271765376765,0.192436025095199,-1.61129183846028,-1.56508820675467
Tr_AC1,"AC diffusion","transport",0.297638285338934,0.305150399682405,0.260080988438557,0.288322594783952
Tr_Pyr2,"Pyr diffusion","transport",3.27769938716447,3.5839190498164,1.63726325790767,1.71515128603801
Tr_Pyr3,"Pyr diffusion","transport",-1.77374200060301,-1.45977827256299,0,0
Tr_GCA2,"GCA diffusion","transport",3.01956370666791,3.04068592723888,2.87736255108348,2.94973874921146
Tr_GCEA2,"GCEA diffusion","transport",-6.31088724176809e-30,-6.31088724176809e-30,-2.94973874924243,-2.87736255108346
Tr_Mal,"Mal diffusion","transport",0,0,2.87736255108348,2.94973874921146
Tr_OAA,"OAA diffusion","transport",-1.22211478627679,0.425505495374368,-2.98189394037352,-1.32390379889648
Tr_Ala1,"Ala diffusion","transport",1.4597782585402,1.77374198670731,0,0.0119663842864414
Tr_Gly,"Gly diffusion","transport",-3.04068592685063,-3.0195637066691,-2.94973874921158,-2.87736255117829
Tr_Ser1,"Ser diffusion","transport",0,0.00248726464811666,2.87736255117859,2.95061557452808
Tr_Ala2,"Ala exporter","transport",0,0.0450726829388559,0.0639080497072146,0.082623570629847
Tr_Glu2,"Glu importer","transport",0.462098442103285,0.510362920815034,0.398442207216792,0.441709792867503
Tr_Leu2,"Leu exporter","transport",0.0503401334062248,0.051086812908537,0.043987995830193,0.0488234207609138
Tr_Ser2,"Ser exporter","transport",0,0.0225363414691513,1.40011580898699,1.45440111261756
Tr_Ser3,"Ser importer","transport",1.61575139451056,1.63499558594202,1.53127911785976,1.58060564284115
Tr_Thr2,"Thr exporter","transport",0.327917193778912,0.338621110129873,0.281192534132842,0.317569825993133
Si_H,"Proton sink/source for charge balancing of im-/export","im-/export",-2.45209419426714,-2.30560188333134,-1.96247926048886,-1.71249353635562
Im_CO2,"Import CO2","import",6.53812034044886,6.56909660848298,5.72682575884469,5.79986174993889
Im_H2O,"Import H2O","import",4.52040122179904,4.57532795360354,4.14066260211392,4.25316955436964
Im_Pi,"Import Pi","import",0.00404120510918266,0.00404120510918266,0.00353126822403738,0.00353833783016544
Im_NO3,"Import NO3","import",0,0.0225363429828667,0.156076870098644,0.245027845656846
Im_NH4,"Import NH4","import",0.800101969907866,0.838126443981621,0.499994431119499,0.587138166286499
Ex_O2,"Export O2","export",6.32635572227629,6.39466060106899,5.87575669831513,6.08318671954249
NGAM_m,"Maintenance","maintenance",30.4362144527228,31.6180916823383,33.75079306672,34.6187812864703
Bio_opt,"Light limiting biomass","biomass reaction",0.00031706096105133,0.00031706096105133,0.000277052826223248,0.000277052826223248
